MODEL, MARKETING_NAME, VENDOR, DISPLAY_HEIGHT, DISPLAY_WIDTH, CAMERA_PIXELS, YEAR_RELEASED, DIAGONAL_SCREEN_SIZE, REACH
T06,liquid zest,acer,1280,720,13,2016,5,13864
Bloom,bloom,wiko,800,480,5,2014,3.89,13836
RM-1096,lumia 640 xl dual sim,microsoft,1280,720,13,2015,5.7,13692
G500TG (Z00YD),live,asus,1280,720,8,2015,5,13687
A6020a40,vibe k5,lenovo,1280,720,13,2016,5,13624
F5122,xperia x,sony,1920,1080,23,2016,5,13594
IQ5,iq5,i-mobile,854,450,NULL,2012,5,13395
V972,v972 quad core,onda,2048,1536,NULL,2012,9.699999999999999,13394
7D-501u,mediapad x1,huawei,1920,1200,13,2014,7,13393
SM-N910F,galaxy note 4,samsung,2560,1440,16,2014,5.7,13364
H790,nexus 5x,google,1920,1080,12.3,2015,5.2,13316
SM-G800F,galaxy s5 mini,samsung,1280,720,8,2014,4.5,13311
S930,s930,lenovo,1280,720,8,2013,6,13289
D5303,xperia t2 ultra,sony,1280,720,13,2014,6,13236
P90,p90,lenovo,400,240,NULL,2015,0.97,13219
GT-P7300,galaxy tab 8.9,samsung,800,1280,NULL,2011,8.880000000000001,13086
Q.3778,q.3778,qilive,800,1280,5,2014,10.1,13038
Pro 4 Tab 9.0,pro 4 tab 9.0,piranha,1024,600,2,2016,9,13023
D2533,xperia c3,sony,1280,720,5,2014,5.5,12933
GT-S6810P,galaxy fame,samsung,480,320,5,2013,3.5,12894
ALE-L21,p8 lite,huawei,1280,720,13,2015,5,12828
ZC551KL (Z01BDC),zenfone 3 laser,asus,1920,1080,8,2016,5.5,12779
A500KL (T00P),zenfone 5,asus,1280,720,8,2014,5,12766
GT-N8010,galaxy note,samsung,800,1280,0.3,2012,10.1,12630
R-Box,r-box,unknown,NULL,NULL,NULL,2016,NULL,12613
A500,picasso,acer,800,1280,5,2011,10.1,12527
R8111,find melody,oppo,480,320,NULL,2012,3.5,12499
RM-1040,lumia 730,nokia,1280,720,6.7,2014,4.7,12459
K910L,vibe z,lenovo,1920,1080,13,2013,5.5,12368
ADR6400L,incredible hd,verizon,800,480,8,2011,4.3,12316
P8max,p8max,huawei,1920,1080,13,2015,6.8,12237
SM-G530H,galaxy grand prime,samsung,960,540,8,2014,5,12226
GT-S6310B,galaxy young,samsung,480,320,3.15,2013,3.27,12201
S500,s500,sami,960,540,NULL,2012,4.3,12122
RM-1141,lumia 540 dual sim,microsoft,1280,720,8,2015,5,12111
PE-TL10,honor 6 plus,huawei,1920,1080,8,2014,5.5,12073
SM-A310F,galaxy a3,samsung,1280,720,13,2015,4.8,11826
Viera TV,viera tv,panasonic,NULL,NULL,NULL,NULL,NULL,11809
N5116,n1 mini,oppo,1280,720,13,2014,5,11749
SM-G903F,galaxy s5 neo,samsung,1920,1080,16,2015,5.1,11729
SM-N9208,galaxy note 5,samsung,2560,1440,16,2015,5.7,11640
E2353,xperia m4 aqua,sony,1280,720,13,2015,5,11618
S650,s650,lenovo,960,540,8,2013,4.7,11560
E5333,xperia c4 duo,sony,1920,1080,13,2015,5.5,11420
G6-U251,ascend g6,huawei,960,540,8,2014,4.5,11356
GEM-702L,mediapad x2,huawei,1200,1920,13,2015,7,11306
SM-J500FN,galaxy j5,samsung,1280,720,13,2015,5,11271
D5503,xperia z1 compact,sony,1280,720,20.7,2014,4.3,11237
Nexus 6P,nexus 6p,google,2560,1440,12.3,2015,5.7,11212
H502,magna,lg,1280,720,8,2015,5,11103
Redmi Note 2,redmi note 2,xiaomi,1920,1080,13,2015,5.5,11092
A6010,a6010,lenovo,1280,720,8,2015,5,11069
A0001,one,oneplus,1920,1080,13,2014,5.5,11021
GT-I9060,galaxy grand neo,samsung,800,480,5,2014,5,10967
G7-L03,ascend g7,huawei,1280,720,13,2014,5.5,10860
A3500-HV,a7-50,lenovo,1280,800,5,2014,7,10833
SHV-E210S,galaxy s3 lte,samsung,1280,720,8,2012,4.8,10829
D2303,xperia m2,sony,960,540,8,2014,4.8,10829
LT25i,xperia v,sony,1280,720,NULL,2012,4.29,10789
A56,ninja 2,micromax,480,320,3.15,2012,3.5,10776
G620S-L02,g620s,huawei,1280,720,8,2014,5,10401
A390,a390,lenovo,800,480,5,2013,4,10317
7047D,one touch pop c9 dual,alcatel,960,540,8,2014,5.5,10298
Che2-L12,honor 4x,huawei,1280,720,13,2015,5.5,10284
Fire Phone,fire phone,amazon,1280,720,13,2014,4.7,10224
T620,blade d2,zte,1280,720,8,2015,5,10183
S1a40,vibe s1,lenovo,1920,1080,13,2015,5,10051
GT-I9195,galaxy s4 mini,samsung,960,540,8,2013,4.3,10034
SM-G313ML,galaxy ace 4,samsung,800,480,5,2014,4,10026
Z528/T07,liquid zest 4g,acer,1280,720,8,2016,5,10024
MT7-TL10,ascend mate 7,huawei,1920,1080,13,2014,6,10002
Z017D,zenfone 3,asus,1920,1080,16,2016,5.2,9794
S850,s850,lenovo,1280,720,13,2014,5,9769
Highway Pure,highway pure,wiko,1280,720,8,2015,4.8,9740
One Max,one max,htc,1920,1080,4,2013,5.9,9713
A3300,a7-30,lenovo,1024,600,2,2014,7,9580
A7-30HC,tab 2,lenovo,1024,600,2,2015,7,9576
K900,k900,lenovo,1920,1080,13,2013,5.5,9566
Mi 4 LTE,mi 4 lte,xiaomi,1920,1080,13,2014,5,9510
LT29i,xperia tx,sony,1280,720,NULL,2012,4.6,9450
A1-830,iconia a1-830,acer,1024,768,5,2014,7.9,9444
SM-G900I,galaxy s5,samsung,1920,1080,16,2014,5.1,9366
SM-G313HZ,galaxy ace nxt,samsung,800,480,3.15,2014,4,9341
SM-T550,galaxy tab a,samsung,1024,768,5,2015,9.699999999999999,9339
S800,s800,chl,320,240,0.3,2011,2,9299
IQ X Pro 2,iq x pro 2,i-mobile,1920,1080,NULL,2015,5.5,9182
U7015,find way,oppo,960,540,8,2013,4.5,9041
C6833,xperia z ultra lte,sony,1920,1080,8,2013,6.4,8995
Y600-U151,ascend y600,huawei,854,480,5,2014,5,8952
One E8 Dual Sim,one e8 dual sim,htc,1920,1080,13,2014,5,8903
SM-G130M,galaxy young 2,samsung,480,320,3.15,2014,3.5,8902
SM-T331,galaxy tab 4 8.0,samsung,1280,800,3.15,2014,8,8876
GT-S6102,galaxy y duos,samsung,320,240,3.15,2012,3.14,8853
9800,torch,blackberry,480,360,5,2010,3.28,8838
P1a42,vibe p1,lenovo,1920,1080,13,2015,5.5,8759
D5803,xperia z3 compact,sony,1280,720,20.7,2014,4.6,8659
A700,iconia tab a700,acer,1200,1920,5,2012,10.1,8654
SHV-E330S,galaxy s4 lte-a,samsung,1920,1080,13,2013,5,8645
SM-G920I,galaxy s6,samsung,2560,1440,16,2015,5.1,8593
ME175CG (K00Z),fonepad 7,asus,800,1280,5,2014,7,8497
Sunset 2,sunset 2,wiko,800,480,2,2015,4,8463
D5833,xperia z3 compact,sony,1280,720,20.7,2014,4.6,8457
Z380KL (P024),zenpad 8.0,asus,800,1280,8,2015,8,8349
H788,aka,lg,1280,720,8,2015,5,8300
Pro,pro,mxq,NULL,NULL,NULL,2015,NULL,8270
C6903,xperia z1,sony,1920,1080,20.7,2013,5,8129
GT-I9205,galaxy mega,samsung,1280,720,8,2013,6.3,8081
X520F,xplay 3s,vivo,2560,1440,13,2014,5.7,7971
PB1-750M,pb1-750m,lenovo,1280,720,13,2015,6.8,7920
816G,desire 816g dual sim,htc,1280,720,13,2014,5.5,7894
Browser - OS X,browser - os x,opera,NULL,NULL,NULL,NULL,NULL,7833
IQ X Pro 3,iq x pro 3,i-mobile,1280,720,NULL,2015,5,7778
PlayStation 4,ps 4,sony,NULL,NULL,NULL,2013,NULL,7760
SM-G925I,galaxy s6 edge,samsung,2560,1440,16,2015,5.1,7758
SM-J700H,galaxy j7,samsung,1280,720,13,2015,5.5,7755
Y511-U251,y511-u251,huawei,854,480,3,2013,4.5,7745
SM-A300FU,galaxy a3,samsung,960,540,8,2014,4.5,7638
GT-I9305,galaxy s3 lte,samsung,1280,720,8,2012,4.8,7615
C6802,xperia z ultra,sony,1920,1080,8,2013,6.4,7583
SM-G928F,galaxy s6 edge plus,samsung,2560,1440,16,2015,5.7,7510
A3000,3,oneplus,1920,1080,16,2016,5,7491
GT-I8190,galaxy s3 mini,samsung,800,480,5,2012,4,7490
SM-N910G,galaxy note 4,samsung,2560,1440,16,2014,5.7,7476
ME173X (K00U),memo pad hd7,asus,1280,800,5,2013,7,7428
SM-G313H,galaxy ace nxt,samsung,800,480,3.15,2014,4,7424
RM-937,lumia 1520,nokia,1920,1080,20,2013,6,7414
E5823,xperia z5 compact,sony,1280,720,23,2015,4.6,7365
Y511-U30,ascend y511-u30,huawei,854,480,3,2013,4.5,7293
H540,g4 stylus,lg,1280,720,13,2015,5.7,7249
A3003,3,oneplus,1920,1080,16,2016,5,7237
XT1635-01,moto z,motorola,1920,1080,16,2016,5.5,7180
Moto G (3rd Gen),moto g (3rd gen),motorola,1280,720,13,2015,5,7149
SM-N920I,galaxy note 5 lte-a,samsung,2560,1440,16,2015,5.7,7127
SM-A500FU,galaxy a5,samsung,1280,720,13,2015,5,7120
GT-P5210,galaxy tab 3 10.1,samsung,800,1280,3.2,2013,10.13,7120
MI 3W,mi 3w,xiaomi,1920,1080,13,2013,4.6,7092
GT-S7500L,galaxy ace plus,samsung,480,320,5,2013,3.65,7061
T05A,t05a,unknown,768,1024,NULL,2012,9.699999999999999,7016
HTL21,j butterfly,kddi,1920,1080,8,2012,5,6962
SM-N900S,galaxy note 3 lte-a,samsung,1920,1080,13,2013,5.7,6893
G730-U27,ascend g730,huawei,960,540,5,2014,5.5,6878
D618,g2 mini 3g dual sim,lg,960,540,8,2014,4.7,6820
SHV-E210K,galaxy s3 lte,samsung,1280,720,8,2012,4.8,6814
SF1,sf1,obi worldphone,1920,1080,13,2015,4.97,6801
SHV-E160S,galaxy note,samsung,1280,800,8,2012,5.3,6784
S960,vibe x,lenovo,1920,1080,13,2013,5,6752
G730-U10,ascend,huawei,960,540,5,2014,5.5,6747
One E9+,one e9 plus,htc,2560,1440,20,2015,5.5,6708
S7-721u,mediapad 7 youth2,huawei,600,1024,3.15,2014,7,6649
ME572CL (K00R),memo pad 7,asus,800,1280,5,2014,4.72,6505
A22,mini pc,unknown,800,480,NULL,2013,3.89,6498
myTouch 3G,mytouch 3g,t-mobile,480,320,3.15,2007,3.2,6476
Omega Lite 2,omega lite 2,cherry mobile,854,480,8,2016,5,6466
GRA-UL10,p8 premium version,huawei,1920,1080,13,2015,5.2,6464
Flash Plus,one touch flash plus,alcatel,1280,720,13,2015,5.5,6455
ZC451CG (T00P),zenfone 5,asus,1280,720,8,2014,5,6431
RM-875,lumia 1020,nokia,1280,768,41,2013,4.5,6409
X3a40,vibe x3,lenovo,1920,1080,21,2015,5.5,6384
GT-P1000,galaxy tab,samsung,1024,600,3.15,2010,7,6380
One E8,one e8,htc,1920,1080,13,2014,5,6349
6042D,one touch flash,alcatel,1280,720,13,2014,5.5,6326
T14 3G,t14 3g,oysters,800,1280,2,2013,10.1,6280
M8ew,one m8 dual sim,htc,1920,1080,13.2,2014,5,6269
SM-N900K,galaxy note 3,samsung,1920,1080,13,2013,5.7,6252
GT-I8750,ativ s,samsung,1280,720,8,2012,4.8,6211
SM-T531,galaxy tab 4 10.1 3g,samsung,800,1280,3.15,2014,10.1,6204
RM-974,lumia 635,nokia,854,480,5,2014,4.5,6188
Start 1,start 1,nex,800,450,2,2013,4.5,6129
V490,g pad 8.0,lg,800,1280,5,2014,8,6071
SM-N900A,galaxy note 3,at&t,1920,1080,13,2013,5.7,6040
R8113,piano,oppo,800,480,5,2013,4,6003
GT-I9506,galaxy s4,samsung,1920,1080,13,2013,5,5996
GT-S7500,galaxy ace plus,samsung,480,320,5,2012,3.6,5975
VNS-L31,p9 lite,huawei,1080,1920,13,2016,5.2,5965
SM-G9350,galaxy s7 edge,samsung,2560,1440,12.2,2016,5.5,5954
S660,s660,lenovo,960,540,8,2014,4.7,5923
MT1-U06,mt1-u06,huawei,1280,720,8,2013,6,5913
C2105,xperia l,sony,854,480,8,2013,4.3,5871
SM-N9200,galaxy note 5,samsung,2560,1440,16,2015,5.7,5869
GT-I9301I,galaxy s3 neo,samsung,1280,720,8,2014,4.8,5849
Mi 4c,mi 4c,xiaomi,1920,1080,13,2015,5,5816
A660,a660,lenovo,800,480,NULL,2012,4,5813
GT-P5110,galaxy tab 2,samsung,800,1280,3,2012,10.1,5799
T00F,zenfone 5,asus,1280,720,8,2014,5,5794
SGP621,xperia z3 tablet,sony,1920,1200,8,2014,8,5761
S820,s820,lenovo,1280,720,12,2013,4.7,5745
L102,l102,unknown,800,480,NULL,2012,3.49,5709
D325,l70 dual,lg,800,480,5,2014,4.5,5703
P6-U06,ascend p6,huawei,1280,720,8,2013,4.7,5693
B6000-HV,yoga tablet 8,lenovo,800,1280,5,2013,8,5624
M681H,m3 note,meizu,1920,1080,13,2016,5.5,5594
D6603,xperia z3,sony,1920,1080,20.7,2014,5.2,5577
One X,one x,htc,1280,720,8,2012,4.7,5567
G610-U20,ascend g610,huawei,960,540,5,2013,5,5564
7041D,one touch pop c7,alcatel,854,480,5,2013,5,5551
Liquid Z630S,liquid z630s,acer,1280,720,8,2015,5.5,5522
Arnova A80KSC,archos arnova 8,archos,480,800,NULL,2011,8,5514
Z220,liquid z220,acer,800,480,5,2015,4,5499
A99,a99,celkon,480,320,3.15,2012,4.01,5490
SHV-E160K,galaxy note lte,samsung,1280,800,8,2012,5.3,5489
N939Sc,blad a711,zte,1920,1080,13,2015,5.5,5489
A850,a850,lenovo,960,540,5,2013,5.5,5488
Z160,liquid z160,acer,800,480,5,2014,4,5460
Desire 826,desire 826,htc,1920,1080,13,2015,5.5,5457
ME372CG (K00E),fonepad 7,asus,800,1280,2,2013,10.1,5395
One M9 Plus,one m9 plus,htc,2560,1440,20,2015,5.2,5370
D410,l90,lg,960,540,5,2014,4.7,5355
C1905,xperia m,sony,854,480,5,2013,4,5326
GT-S5830,galaxy ace,samsung,480,320,5,2011,3.5,5317
Mi Note LTE,mi note lte,xiaomi,1920,1080,13,2015,5.7,5256
D2502,xperia c3 dual,sony,1280,720,8,2014,5.5,5226
H815,g4,lg,2560,1440,16,2012,5.5,5217
SM-G900H,galaxy s5,samsung,1920,1080,16,2014,5.1,5176
Blade S6 Plus,blade s6 plus,zte,1920,1080,13,2015,5.5,5130
SM-T530,galaxy tab 4 10.1 lte,samsung,800,1280,3.15,2014,10.1,5072
Superpaquito,superpaquito,imaginarium,768,1024,3,2012,9.699999999999999,5056
SM-G901F,galaxy s5,samsung,1920,1080,16,2014,5.1,5049
PLK-L01,honor 7,huawei,1920,1080,20,2015,5.2,5045
C5502,xperia zr,sony,1280,720,13,2013,4.55,5033
SHV-E300S,galaxy s4,samsung,1920,1080,13,2013,5,5007
Wave 4.0,wave 4.0,ipro,800,480,0.3,2014,4,4953
Redmi Note 4,redmi note 4,xiaomi,1920,1080,13,2016,5.5,4941
E5803,xperia z4 ultra,sony,1920,1080,16,2015,6.44,4927
S860,s860,lenovo,1280,720,8,2014,5.3,4916
Highway Signs,highway signs,wiko,1280,720,8,2014,4.7,4907
SM-J710GN,galaxy j7 (2016),samsung,1280,720,13,2016,5.5,4870
SM-T555,galaxy tab a,samsung,768,1024,5,2015,9.699999999999999,4841
A200,iconia tab a200,acer,800,1280,2,2012,10.1,4812
P780,p780,lenovo,1280,720,8,2013,5,4803
A316i,a316i,lenovo,800,480,2,2014,4,4788
Y520-U33,ascend y520,huawei,854,480,5,2014,4.5,4727
LT22i,xperia p,sony ericsson,960,540,8,2012,4.01,4713
SM-J500F,galaxy j5,samsung,1280,720,13,2015,5,4690
A100,vangogh,acer,600,1024,5,2011,7,4654
C230w,c230w,phicomm,800,480,2,2014,4,4647
GT-I9515,galaxy s4 value edition,samsung,1920,1080,13,2014,5,4562
SHW-M440S,galaxy s3,samsung,1280,720,8,2012,4.8,4519
LT26w,xperia acro s,sony,1280,720,12,2012,4.3,4506
i-Style Q2,i-style q2,i-mobile,800,480,NULL,2012,4.3,4497
A706,a706,lenovo,854,480,5,2013,4.5,4496
C6502,xperia zl,sony,1920,1080,13,2013,5,4496
SM-T235Y,galaxy tab 4 7.0,samsung,1280,800,3.15,2014,7,4493
D686,g pro lite,lg,960,540,8,2013,5.5,4484
Alpha GT,alpha gt,highscreen,800,480,8,2012,4,4472
Lenny,lenny,wiko,854,480,5,2014,5,4436
Desire 620G,desire 620g,htc,1280,720,8,2014,5,4416
GT-S5830i,galaxy ace,samsung,480,320,5,2011,3.5,4399
XT1650,moto z,motorola,2560,1440,21,2016,5.5,4390
MLA-L01,nova plus,huawei,1920,1080,16,2016,5.5,4382
SM-J100H,galaxy j1,samsung,800,480,5,2015,4.3,4368
D5322,xperia t2 ultra dual,sony,1280,720,13,2014,6,4326
i-Style 8,i-style 8,i-mobile,800,480,5,2013,5,4320
SHV-E300K,galaxy s4,samsung,1920,1080,13.1,2013,5,4297
jPad 723A,jpad 723a,j-fone,600,1024,2,2013,7,4290
H324,leon,lg,854,480,5,2015,4.5,4286
FE380CG (K016),fonepad 8,asus,800,1280,5,2014,8,4276
C2104,xperia l,sony,854,480,8,2013,4.3,4259
SM-P605,galaxy note lte 10.1,samsung,1600,2560,8,2013,10.1,4252
MX5,mx5,meizu,1920,1080,20.7,2015,5.5,4237
RM-1031,lumia 532,microsoft,800,480,5,2015,4,4181
EVA-L09,p9,huawei,1920,1080,12,2016,5.2,4170
Luxury 3,luxury 3,brondi,480,800,8,2014,4,4161
S59,liquid x2,acer,1280,720,13,2015,5.5,4155
Lumia 830,lumia 830,nokia,1280,720,10,2014,5,4142
SM-T210,galaxy tab 3,samsung,600,1024,3.15,2013,7,4100
SM-T800,galaxy tab s,samsung,1600,2560,8,2014,10.5,4081
2PST610,desire 630 dual sim,htc,1280,720,13,2016,5,4066
SM-T810,galaxy tab s2 9.7,samsung,1536,2048,8,2015,9.699999999999999,4057
G6-U10,ascend g6,huawei,960,540,8,2014,4.5,4050
P880,optimus 4x hd,lg,1280,720,8,2012,4.7,4030
Maya Max,maya max,bluboo,1280,720,13,2016,6,4017
T200C,t200c,thl,1280,720,13,2014,6,4011
Desire 310,desire 310,htc,854,480,5,2014,4.5,3993
TB3-850F,tab3 8,lenovo,800,1280,5,2016,8,3978
RM-1116,lumia 950 xl,microsoft,2560,1440,20,2015,5.7,3969
SM-N910U,galaxy note 4,samsung,2560,1440,16,2014,5.7,3960
XT1562,moto x play,motorola,1920,1080,21,2015,5.5,3959
P768,optimus l9,lg,960,540,8,2012,4.7,3957
Z330,liquid z330,acer,854,480,5,2015,4.5,3942
Redmi 3s,redmi 3s,xiaomi,1280,720,13,2016,5,3941
GT-I9060I,galaxy grand neo,samsung,800,480,5,2014,5,3940
C1505,xperia e,sony,480,320,3.15,2012,3.5,3906
K-Touch W700,k-touch w700,tianyu,800,480,NULL,2011,3.79,3901
P10,p10,cubot,960,540,8,2015,5,3874
A2017U,axon 7,zte,2560,1440,20,2016,5.5,3862
B1-A71,iconia b1-a71,acer,600,1024,0.3,2013,6.98,3857
SHV-E160L,galaxy note,samsung,1280,800,8,2011,5.3,3844
SM-G530Y,galaxy grand prime,samsung,960,540,8,2014,5,3833
SHV-E270K,galaxy grand,samsung,800,480,8,2013,5,3812
One Mini,one mini,htc,1280,720,4.1,2013,4.3,3802
HM Note 1LTE,redmi note 4g,xiaomi,1280,720,13.1,2014,4.6,3788
One S,one s,htc,960,540,8,2012,4.3,3774
Kindle Fire,kindle fire,amazon,1024,600,NULL,2011,7,3771
A12,a12,karbonn,854,480,NULL,2012,4.49,3763
Z410,liquid z410,acer,960,540,5,2015,4.5,3753
IQ 5A,iq 5a,i-mobile,854,480,NULL,2012,5,3747
Redmi Pro,redmi pro,xiaomi,1920,1080,13,2016,5.5,3738
GT-I9105P,galaxy s2 plus,samsung,800,480,8,2013,4.28,3731
T1144,t1144,cello,600,1024,2,2014,10.1,3718
A516,a516,lenovo,854,480,5,2013,4.5,3703
n200C,m8s,mbx,1080,1920,NULL,2015,9.18,3695
F5321,x compact,sony,1280,720,16,2016,4.6,3681
GT-S7580,galaxy trend plus,samsung,800,480,5,2013,4,3679
Mi Pad,mi pad,xiaomi,2048,1536,8,2014,7.9,3641
U7011,u7011,oppo,800,480,NULL,2012,4,3640
D2302,xperia m2 dual,sony,960,540,8,2014,4.8,3637
One M9,one m9,htc,1920,1080,20.7,2015,5,3637
SM-J5007,galaxy j5,samsung,1280,720,13,2015,5.7,3622
NX511J,nubia z9 mini,zte,1920,1080,16,2015,5,3622
SM-G531F,galaxy grand prime value edition,samsung,960,540,5,2015,5,3617
Highway Star,highway star,wiko,1280,720,13,2015,5,3606
M10H,htc 10,htc,2560,1440,12,2016,5.2,3554
SM-N7505,galaxy note 3 neo lte,samsung,1280,720,8,2014,5.5,3550
SM-T580,galaxy tab a 10.1,samsung,1200,1920,8,2016,10.1,3537
Redmi 3,redmi 3,xiaomi,1280,720,13,2016,5,3517
Nexus 10,nexus 10,google,1600,2560,NULL,2012,10.06,3505
SHV-E250L,galaxy note 2,samsung,1280,720,8,2012,5.5,3498
SM-G531H,galaxy grand prime value edition,samsung,960,540,8,2014,5,3457
5038E,one touch pop d5,alcatel,854,480,5,2014,4.5,3447
SGH-I337,galaxy s4,at&t,1920,1080,13,2013,5,3424
Mi Note Pro,mi note pro,xiaomi,2560,1440,13,2015,5.7,3422
E989,optimus g pro 5.5,lg,1920,1080,13,2013,5.5,3412
N12,n12,window digital electronics,480,800,NULL,2011,7,3412
Pixel,pixel,google,1920,1080,12.3,2016,5,3385
i-Style 216,i-style 216,i-mobile,800,480,2,2014,4,3379
SM-J320FN,galaxy j3 2016 duos,samsung,1280,720,8,2016,5,3371
D680,g pro lite,lg,960,540,8,2013,5.5,3370
ME172V,memo pad,asus,1024,600,1,2013,7,3332
Sunset,sunset,wiko,800,480,1.92,2014,4,3319
E39,liquid e700,acer,1280,720,8,2014,5,3312
9850,torch,blackberry,800,480,5,2011,3.7,3305
LT28h,xperia ion,sony,1280,720,12,2012,4.6,3292
HM Note 1W,redmi note,xiaomi,1280,720,13,2014,5.5,3244
SM-A700YD,galaxy a7 duos,samsung,1920,1080,13,2014,5.5,3242
IdeaTab S6000H,ideatab s6000,lenovo,800,1280,5,2013,10.1,3230
Noir A900i,noir a900i,qmobile,960,540,8,2014,4.7,3223
Novo 7 Crystal Quad Core,novo 7 crystal quad core,ainol,600,1024,0.3,2013,7,3219
GT-S5300B,galaxy pocket,samsung,320,240,2,2012,2.8,3208
A2003,oneplus two,oneplus,1920,1080,13,2015,5.5,3197
SM-P901,galaxy note pro 12.2,samsung,1600,2560,8,2014,12.2,3182
7042D,one touch pop c7,alcatel,854,480,8,2014,5,3181
SM-N930F,galaxy note 7,samsung,2560,1440,12,2016,5.7,3174
D2403,xperia m2 aqua,sony,960,540,8,2014,4.8,3152
IQ1088,iq x slim,i-mobile,1280,720,18,2014,5,3150
Life,life,cherry mobile,800,480,5,2013,4,3124
SM-N910H,galaxy note 4,samsung,2560,1440,16,2014,5.7,3107
Lumia 640 Dual SIM,lumia 640 dual sim,microsoft,1280,720,8,2015,5,3101
SM-G900V,galaxy s5,verizon,1920,1080,16,2014,5.1,3081
SM-T310,galaxy tab 3,samsung,600,1024,3.15,2013,8,3067
SM-N910S,galaxy note 4,samsung,2560,1440,16,2014,5.7,3038
Mi 4i,mi 4i,xiaomi,1920,1080,13,2015,5,2993
L26,l26,unknown,480,800,NULL,2012,7.01,2984
SHV-E330K,galaxy s4 lte-a,samsung,1920,1080,13,2013,5,2982
GT-S5570,galaxy mini/galaxy pop/galaxy next,samsung,320,240,3.15,2011,3.14,2978
ME560CG (K00G),fonepad note 6,asus,1920,1080,8,2013,6,2955
SM-G920,galaxy s6,samsung,2560,1440,16,2015,5.1,2933
B1-810,iconia one 8,acer,800,1280,5,2014,8,2916
B1-711,iconia b1-711,acer,1024,600,0.3,2013,7,2911
E2303,xperia m4 aqua,sony,1280,720,5,2015,5,2888
G730-U00,g730-u00,huawei,960,540,5,2013,5.5,2883
SM-T535,galaxy tab 4 10.1 lte,samsung,800,1280,3.15,2014,10.1,2883
GT-S5300,galaxy pocket,samsung,320,240,2,2012,2.8,2882
A7-20F,tab 2,lenovo,600,1024,2,2015,7,2864
Q360,flare s,cherry mobile,800,480,8,2013,4,2834
GT-I9295,galaxy s4 active,samsung,1920,1080,13,2013,5,2822
Elife E7,elife e7,gionee,1920,1080,16,2013,5.5,2798
A300,a300,mito,960,540,2,2013,4.01,2793
GT-P1000T,galaxy tab,samsung,1024,600,3.15,2010,7,2791
GRA-L09,p8 standard edition,huawei,1920,1080,13,2015,5.2,2757
GT-S5830T,galaxy ace,samsung,480,320,5,2011,3.5,2733
Selfy 4G,selfy 4g,wiko,1280,720,8,2015,4.8,2729
E988,optimus g pro,lg,1920,1080,13,2013,5.5,2724
L681M,m3 note,meizu,1920,1080,13,2016,5.5,2703
SM-N920S,galaxy note 5,samsung,2560,1440,16,2015,5.7,2699
ME581CL (K015),memo pad 8,asus,1200,1920,5,2014,8,2692
IQ XA,iq xa,i-mobile,1280,720,18,2013,4.7,2688
T60,t60,zte,240,320,2,2011,2.6,2688
FRD-L09,honor 8,huawei,1920,1080,12,2016,5.2,2678
K50-t5,k3 note,lenovo,1920,1080,13,2015,5.5,2672
B1-770,iconia one 7,acer,600,1024,0.3,2015,7,2672
H60-L04,honor 6,huawei,1920,1080,13,2014,5,2667
TM60i,tm60i,airis,960,540,8,2013,4.3,2662
V811W,kis 3,zte,800,480,2,2014,4,2627
Desire 600,desire 600,htc,960,540,8,2013,4.5,2624
RM-1118,lumia 950,microsoft,2560,1440,20,2015,5.2,2611
SM-A500H,galaxy a5,samsung,1280,720,13,2014,5,2597
A1-810,iconia a1-810,acer,768,1024,5,2013,7.9,2595
C1904,xperia m,sony,854,480,5,2013,4,2591
Fire (2015),fire (2015),amazon,600,1024,2,2015,7,2589
Wise 3,wise 3,blackview,960,540,NULL,2016,5,2585
SM-G900A,galaxy s5,at&t,1920,1080,16,2014,5.1,2585
Cyclone Voyager,cyclone voyager,sumvision,480,800,0.3,2012,7,2579
M8x,one m8x,htc,1920,1080,4,2014,5,2571
M778,m778,joyplus,480,800,2,2011,7,2567
M2-801L,mediapad m2 8.0,huawei,1200,1920,8,2015,8,2557
XT1572,moto x style,motorola,2560,1440,21,2015,5.7,2553
Maya,maya,bluboo,1280,720,13,2016,5.5,2549
Flare Lite 2,flare lite 2,cherry mobile,800,480,5,2015,4,2531
SM-N900L,galaxy note 3 lte-a,samsung,1920,1080,13,2013,5.7,2531
IQ1,iq 1.1,i-mobile,960,540,8,2012,4.5,2530
V370,liquid e2 duo,acer,960,540,8,2013,4.5,2499
Brio S430,brio s430,xtratech,NULL,NULL,5,NULL,4,2499
M8S++,m8s++,dragonworth,NULL,NULL,5,NULL,NULL,2498
H860,g5,lg,2560,1440,16,2016,5.3,2494
IQ 4,iq 4,i-mobile,720,1280,12,2013,5,2491
SM-J110G,galaxy j1 ace,samsung,800,480,5,2015,4.3,2483
SM-G900FD,galaxy s5 duos,samsung,1920,1080,16,2014,5.1,2477
T8 Plus,t8 plus,cube,1920,1200,5,2015,8,2476
SM-N750,galaxy note 3 lite,samsung,1280,720,8,2014,5.5,2469
D2305,xperia m2,sony,960,540,8,2014,4.8,2464
Q10,q10,blackberry,720,720,8,2013,3.1,2460
SM-N9100,galaxy note 4,samsung,2560,1440,16,2014,5.7,2460
L160L,l160l,lg,1280,720,NULL,2014,4.7,2442
SM-T230,galaxy tab 4 7.0,samsung,1280,800,3.15,2014,7,2438
