MODEL,REACH,MARKETING_NAME,VENDOR,PRICE_RELEASED,YEAR_RELEASED,MONTH_RELEASED,TIME_RELEASED,DIAGONAL_SCREEN_SIZE,CAMERA_PIXELS,DISPLAY_HEIGHT,DISPLAY_WIDTH,AGE,ClusterScrCam_km7
SM-G900W8,1663,galaxy s5,samsung,480.0,2014.0,4.0,2014.333333333333,5.1,16.0,1920.0,1080.0,2.8333333333337123,5
SCC-U21,1649,y6,huawei,140.0,2015.0,10.0,2015.833333333333,5.0,8.0,1280.0,720.0,1.3333333333337123,2
Smart 8,1639,smart 8,nex,240.0,2014.0,1.0,2014.083333333333,3.5,5.0,800.0,480.0,3.0833333333337123,3
SM-T815,1634,galaxy tab s2 9.7 lte,samsung,520.0,2015.0,9.0,2015.75,9.7,8.0,2048.0,1536.0,1.4166666666667425,0
SM-E7000,1633,galaxy a5 duos,samsung,270.0,2014.0,2.0,2014.166666666667,5.0,13.0,1280.0,720.0,2.9999999999997726,4
B2016,1632,axon mini,zte,330.0,2015.0,11.0,2015.916666666667,5.2,8.0,1920.0,1080.0,1.2499999999997726,1
NX531J,1625,nubia z11 max,zte,360.0,2016.0,6.0,2016.5,6.0,16.0,1920.0,1080.0,0.6666666666667425,1
G610-U00,1620,g610s,huawei,150.0,2013.0,8.0,2013.666666666667,5.0,5.0,960.0,540.0,3.4999999999997726,3
GT-P3113,1609,galaxy tab 2 7.0,samsung,270.0,2012.0,7.0,2012.583333333333,7.0,3.0,1024.0,600.0,4.583333333333712,6
SM-J200H,1587,galaxy j2 duos,samsung,150.0,2015.0,9.0,2015.75,4.7,5.0,960.0,540.0,1.4166666666667425,2
GT-I9192,1582,galaxy s4 mini duos,samsung,230.0,2013.0,7.0,2013.583333333333,4.3,8.0,960.0,540.0,3.5833333333337123,4
B1-730,1577,iconia one 7,acer,90.0,2014.0,6.0,2014.5,7.0,5.0,800.0,1280.0,2.6666666666667425,6
A311,1569,canvas nitro,micromax,170.0,2014.0,9.0,2014.75,5.0,13.0,1280.0,720.0,2.4166666666667425,1
G610-T11,1566,ascend,huawei,150.0,2013.0,8.0,2013.666666666667,5.0,5.0,960.0,540.0,3.4999999999997726,3
SGH-T999,1565,galaxy s3,samsung,310.0,2012.0,6.0,2012.5,4.8,8.0,1280.0,720.0,4.6666666666667425,4
E5603,1563,xperia m5,sony,270.0,2015.0,9.0,2015.75,5.0,21.2,1920.0,1080.0,1.4166666666667425,1
P714,1555,optimus l7x,lg,180.0,2013.0,3.0,2013.25,4.3,8.0,800.0,480.0,3.9166666666667425,3
KIW-L21,1552,honor 5x,huawei,300.0,2016.0,11.0,2016.916666666667,5.5,13.0,1920.0,1080.0,0.24999999999977263,1
Fire J1,1552,fire j1,cherry mobile,80.0,2015.0,6.0,2015.5,5.0,8.0,480.0,854.0,1.6666666666667425,2
D2005,1552,xperia e1,sony,180.0,2014.0,,2014.5,4.0,3.15,800.0,480.0,2.6666666666667425,2
SM-G935S,1550,galaxy s7 edge,samsung,600.0,2016.0,3.0,2016.25,5.5,12.0,2560.0,1440.0,0.9166666666667425,5
SM-T700,1544,galaxy tab s 8.4,samsung,370.0,2014.0,,2014.5,8.4,8.0,2560.0,1600.0,2.6666666666667425,0
One V,1531,one v,htc,350.0,2012.0,11.0,2012.916666666667,3.7,5.0,800.0,480.0,4.249999999999773,3
E1003,1512,one,oneplus,270.0,2014.0,11.0,2014.916666666667,5.5,13.0,1920.0,1080.0,2.2499999999997726,1
V8 Plus,1505,v8 plus,inew,380.0,2014.0,5.0,2014.416666666667,5.5,13.0,1280.0,720.0,2.7499999999997726,4
SM-G9200,1502,galaxy s6,samsung,500.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,5
H962,1484,v10,lg,400.0,2015.0,10.0,2015.833333333333,5.7,16.0,2560.0,1440.0,1.3333333333337123,5
SM-N920K,1476,galaxy note 5,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,5
SCH-I545,1475,galaxy s4,verizon,440.0,2014.0,5.0,2014.416666666667,5.0,13.0,1920.0,1080.0,2.7499999999997726,5
R819T,1475,r819t,oppo,250.0,2013.0,9.0,2013.75,4.7,8.0,1280.0,720.0,3.4166666666667425,4
SM-G935T,1470,galaxy s7 edge,t-mobile,600.0,2016.0,3.0,2016.25,5.5,12.2,2560.0,1440.0,0.9166666666667425,5
SM-G9287,1468,galaxy s6 edge plus,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,5
B1-710,1468,iconia b1-710,acer,110.0,2013.0,11.0,2013.916666666667,7.0,0.3,1024.0,600.0,3.2499999999997726,6
SM-N910A,1465,galaxy note 4,at&t,550.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,5
SM-G925S,1465,galaxy s6 edge,samsung,600.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,5
SM-G906S,1460,galaxy s5 lte-a,samsung,550.0,2014.0,7.0,2014.583333333333,5.1,16.0,2560.0,1440.0,2.5833333333337123,5
GT-I9195I,1459,galaxy s4 mini,samsung,230.0,2013.0,7.0,2013.583333333333,4.3,8.0,960.0,540.0,3.5833333333337123,4
SM-T230NU,1457,galaxy tab 4,samsung,190.0,2014.0,5.0,2014.416666666667,7.0,3.0,1280.0,800.0,2.7499999999997726,6
SM-T2397,1452,galaxy tab 4 7.0 4g lte,samsung,370.0,2014.0,,2014.5,7.0,3.0,1280.0,720.0,2.6666666666667425,0
GT-S5660,1443,galaxy gio,samsung,110.0,2011.0,3.0,2011.25,3.2,3.15,480.0,320.0,5.9166666666667425,3
SGH-I337M,1438,galaxy s4,samsung,330.0,2013.0,4.0,2013.333333333333,5.0,13.0,1920.0,1080.0,3.8333333333337123,4
A48,1438,a48,videocon,190.0,2013.0,1.0,2013.083333333333,4.5,5.0,854.0,480.0,4.083333333333712,3
B6000-F,1433,b6000-f,lenovo,190.0,2013.0,10.0,2013.833333333333,8.0,5.0,800.0,1280.0,3.3333333333337123,6
GT-I9001,1411,galaxy s plus,samsung,230.0,2011.0,7.0,2011.583333333333,4.6,5.0,800.0,480.0,5.583333333333712,3
GT-I9003,1407,gt-i9003,samsung,150.0,2011.0,2.0,2011.166666666667,4.6,5.0,800.0,480.0,5.999999999999773,3
ME181C (K011),1398,memo pad 8,asus,150.0,2014.0,8.0,2014.666666666667,8.0,5.0,1280.0,800.0,2.4999999999997726,0
SM-G720N0,1397,galaxy grand max,samsung,260.0,2015.0,1.0,2015.083333333333,5.25,13.0,1280.0,720.0,2.0833333333337123,1
SM-T813,1382,galaxy tab s2,samsung,520.0,2016.0,9.0,2016.75,9.7,8.0,1536.0,2048.0,0.41666666666674246,0
SM-G360F,1381,galaxy core prime,samsung,150.0,2015.0,11.0,2015.916666666667,4.5,5.0,800.0,480.0,1.2499999999997726,2
SM-G800H,1379,galaxy s5 mini,samsung,220.0,2014.0,7.0,2014.583333333333,4.5,8.0,1280.0,720.0,2.5833333333337123,2
GT-N5120,1376,galaxy note 8.0 lte,samsung,280.0,2013.0,4.0,2013.333333333333,8.0,5.0,1280.0,800.0,3.8333333333337123,6
SGH-I747,1375,galaxy s3,at&t,300.0,2012.0,7.0,2012.583333333333,4.6,8.0,1280.0,720.0,4.583333333333712,4
P760,1372,optimus l9,lg,170.0,2012.0,11.0,2012.916666666667,4.7,5.0,960.0,540.0,4.249999999999773,3
X600-LTE,1365,x600-lte,infinix,90.0,2015.0,1.0,2015.083333333333,6.0,13.0,1280.0,720.0,2.0833333333337123,1
SM-G920K,1356,galaxy s6,samsung,500.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,5
SM-G350,1349,core plus,samsung,150.0,2013.0,10.0,2013.833333333333,4.3,5.0,800.0,480.0,3.3333333333337123,3
GT-I9502,1325,galaxy s4,samsung,460.0,2013.0,4.0,2013.333333333333,5.0,13.0,1920.0,1080.0,3.8333333333337123,4
SM-A500YZ,1323,galaxy a5,samsung,290.0,2015.0,11.0,2015.916666666667,5.0,13.0,1280.0,720.0,1.2499999999997726,1
SM-G928I,1315,galaxy s6 edge plus,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,5
Tablet S,1309,tablet s,sony,210.0,2011.0,9.0,2011.75,9.4,8.0,800.0,1280.0,5.4166666666667425,6
RIO-L01,1309,gx8,huawei,340.0,2015.0,10.0,2015.833333333333,5.5,13.0,1920.0,1080.0,1.3333333333337123,1
SM-N910T,1308,galaxy note 4,t-mobile,550.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,5
A1-811,1302,iconia a1-811,acer,150.0,2013.0,,2013.5,7.9,5.0,768.0,1024.0,3.6666666666667425,6
SHV-E330L,1302,galaxy s4 lte-a,samsung,270.0,2013.0,6.0,2013.5,5.0,13.0,1920.0,1080.0,3.6666666666667425,4
Smart Touch 710,1300,smart touch 710,ezcool,130.0,2013.0,1.0,2013.083333333333,7.0,2.0,480.0,800.0,4.083333333333712,6
E430,1291,optimus l3 ii,lg,90.0,2013.0,4.0,2013.333333333333,3.2,3.15,320.0,240.0,3.8333333333337123,3
D2306,1289,xperia m2,sony,200.0,2014.0,4.0,2014.333333333333,4.8,8.0,960.0,540.0,2.8333333333337123,2
3840,1286,venue 8,dell,250.0,2013.0,1.0,2013.083333333333,8.0,5.0,800.0,1280.0,4.083333333333712,6
D50,1282,d50,icoo,200.0,2012.0,9.0,2012.75,7.0,0.3,480.0,800.0,4.4166666666667425,6
SM-A800IZ,1281,galaxy a8,samsung,270.0,2015.0,10.0,2015.833333333333,5.7,16.0,1920.0,1080.0,1.3333333333337123,1
SM-N910L,1277,galaxy note 4,samsung,550.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,5
D2004,1276,xperia e1,sony,180.0,2014.0,,2014.5,4.0,3.15,800.0,480.0,2.6666666666667425,2
Desire 526G Plus,1275,desire 526g plus,htc,110.0,2015.0,8.0,2015.666666666667,4.7,8.0,960.0,540.0,1.4999999999997726,2
SM-N920L,1273,galaxy note 5,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,5
K50-T3s,1265,k50-t3s,china mobile,150.0,2015.0,3.0,2015.25,5.5,13.0,1920.0,1080.0,1.9166666666667425,1
H840,1262,g5 lite,lg,550.0,2016.0,6.0,2016.5,5.3,16.0,2560.0,1440.0,0.6666666666667425,5
ME180A (K00L),1256,memo pad 8,asus,150.0,2013.0,11.0,2013.916666666667,8.0,5.0,800.0,1280.0,3.2499999999997726,6
SM-A500G,1254,galaxy a5,samsung,290.0,2014.0,11.0,2014.916666666667,5.0,13.0,1280.0,720.0,2.2499999999997726,1
SGPT12,1253,xperia tablet s,sony,190.0,2012.0,9.0,2012.75,9.4,8.0,800.0,1280.0,4.4166666666667425,6
D2203,1243,xperia e3,sony,170.0,2014.0,9.0,2014.75,4.5,5.0,854.0,480.0,2.4166666666667425,2
Goa,1237,goa,wiko,50.0,2014.0,8.0,2014.666666666667,3.5,2.0,480.0,320.0,2.4999999999997726,2
F5121,1236,xperia x,sony,300.0,2016.0,6.0,2016.5,5.0,23.0,1920.0,1080.0,0.6666666666667425,1
SGH-T889,1223,galaxy note 2,samsung,370.0,2012.0,,2012.5,5.5,8.0,1280.0,720.0,4.6666666666667425,4
HM 1SW,1222,redmi 1s,xiaomi,160.0,2014.0,5.0,2014.416666666667,4.7,8.0,1280.0,720.0,2.7499999999997726,2
E451g,1220,optimus l5 ii,lg,140.0,2013.0,4.0,2013.333333333333,4.0,5.0,800.0,480.0,3.8333333333337123,3
SM-C7000,1218,galaxy c7,samsung,370.0,2016.0,2.0,2016.166666666667,5.7,16.0,1920.0,1080.0,0.9999999999997726,1
SM-N900V,1216,galaxy note 3,samsung,420.0,2013.0,9.0,2013.75,5.7,13.0,1920.0,1080.0,3.4166666666667425,4
SM-G935V,1216,galaxy s7 edge,verizon,600.0,2016.0,3.0,2016.25,5.5,12.2,2560.0,1440.0,0.9166666666667425,5
SHV-E210L,1192,galaxy s3 lte,samsung,140.0,2012.0,7.0,2012.583333333333,4.8,8.0,1280.0,720.0,4.583333333333712,3
SCH-I535,1188,galaxy s3,samsung,280.0,2012.0,7.0,2012.583333333333,4.8,8.0,1280.0,720.0,4.583333333333712,4
SM-G920W8,1182,galaxy s6,samsung,500.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,5
SM-G930W8,1181,galaxy s7,samsung,850.0,2016.0,9.0,2016.75,5.1,12.2,2560.0,1440.0,0.41666666666674246,5
SHV-E270S,1179,galaxy grand,samsung,130.0,2013.0,7.0,2013.583333333333,5.0,5.0,800.0,480.0,3.5833333333337123,3
XT1575,1178,moto x pure edition,motorola,450.0,2015.0,9.0,2015.75,5.7,21.0,2560.0,1440.0,1.4166666666667425,5
H990,1175,v20,lg,640.0,2016.0,10.0,2016.833333333333,5.7,16.0,2560.0,1440.0,0.3333333333337123,5
GT-I9100G,1171,gt-i9100g,samsung,260.0,2011.0,7.0,2011.583333333333,4.3,8.0,800.0,480.0,5.583333333333712,3
GT-N7105T,1167,galaxy note 2 lte,samsung,300.0,2012.0,9.0,2012.75,5.55,8.0,1280.0,720.0,4.4166666666667425,4
SM-N915FY,1165,galaxy note edge,samsung,650.0,2014.0,11.0,2014.916666666667,5.6,16.0,2560.0,1600.0,2.2499999999997726,5
A3300-HV,1164,a7-30,lenovo,240.0,2014.0,11.0,2014.916666666667,7.0,2.0,600.0,1024.0,2.2499999999997726,0
Shogun 10,1162,shogun 10,shiru,230.0,2012.0,1.0,2012.083333333333,10.0,2.0,800.0,1200.0,5.083333333333712,6
SM-T315,1161,galaxy tab 3 8.0,samsung,270.0,2013.0,7.0,2013.583333333333,8.0,5.0,800.0,1280.0,3.5833333333337123,6
SM-T715,1159,galaxy tab s2,samsung,370.0,2015.0,,2015.5,8.0,8.0,2048.0,1536.0,1.6666666666667425,0
TB3-710i,1149,tab3 7,lenovo,80.0,2016.0,4.0,2016.333333333333,7.0,5.0,1024.0,600.0,0.8333333333337123,0
VNS-L21,1146,p9 lite,huawei,280.0,2016.0,4.0,2016.333333333333,5.2,13.0,1080.0,1920.0,0.8333333333337123,1
GT-I9507,1143,galaxy s4,samsung,460.0,2013.0,4.0,2013.333333333333,5.0,13.0,1920.0,1080.0,3.8333333333337123,4
GT-I8260,1136,galaxy core,samsung,160.0,2013.0,6.0,2013.5,4.3,5.0,800.0,480.0,3.6666666666667425,3
RM-823,1131,lumia 900,nokia,160.0,2012.0,5.0,2012.416666666667,4.3,8.0,800.0,480.0,4.749999999999773,3
Moto E2,1129,moto e2,motorola,130.0,2015.0,2.0,2015.166666666667,4.5,5.0,960.0,540.0,1.9999999999997726,2
TB3-730X,1127,tb3-730x,lenovo,80.0,2016.0,4.0,2016.333333333333,7.0,5.0,600.0,1024.0,0.8333333333337123,0
NEM-L21,1126,honor 5c,huawei,200.0,2016.0,5.0,2016.416666666667,5.2,13.0,1920.0,1080.0,0.7499999999997726,1
SM-T235,1125,galaxy tab 4 7.0 lte,samsung,280.0,2014.0,5.0,2014.416666666667,7.0,3.0,1280.0,800.0,2.7499999999997726,6
SM-J200G,1124,galaxy j2,samsung,150.0,2015.0,9.0,2015.75,4.5,5.0,960.0,540.0,1.4166666666667425,2
SM-A300H,1118,galaxy a3,samsung,230.0,2015.0,12.0,2016.0,4.5,8.0,960.0,540.0,1.1666666666667425,2
D6633,1117,xperia z3 dual,sony,400.0,2014.0,9.0,2014.75,5.2,21.0,1920.0,1080.0,2.4166666666667425,5
F3111,1113,xperia xa,sony,300.0,2016.0,6.0,2016.5,5.0,13.0,1280.0,720.0,0.6666666666667425,1
SM-G920T,1112,galaxy s6,samsung,500.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,5
Nexus 9,1109,nexus 9,google,300.0,2014.0,11.0,2014.916666666667,8.9,8.0,2048.0,1536.0,2.2499999999997726,0
ST26i,1106,xperia j,sony,140.0,2012.0,10.0,2012.833333333333,4.0,5.0,854.0,480.0,4.333333333333712,3
801e,1104,one m7,htc,350.0,2013.0,11.0,2013.916666666667,4.7,4.0,1920.0,1080.0,3.2499999999997726,4
SM-J120G,1104,galaxy j1 (2016),samsung,130.0,2016.0,1.0,2016.083333333333,4.5,5.0,854.0,480.0,1.0833333333337123,2
B1-730HD,1096,iconia one 7,acer,90.0,2014.0,6.0,2014.5,7.0,5.0,1280.0,800.0,2.6666666666667425,6
SM-T113,1084,galaxy tab 3 lite,samsung,120.0,2014.0,3.0,2014.25,7.0,1.9,600.0,1024.0,2.9166666666667425,6
SM-A5000,1081,galaxy a5 duos,samsung,290.0,2015.0,11.0,2015.916666666667,5.0,13.0,1280.0,720.0,1.2499999999997726,1
SHV-E275K,1076,galaxy grand,samsung,130.0,2013.0,7.0,2013.583333333333,5.0,8.0,800.0,480.0,3.5833333333337123,3
9860,1072,torch,blackberry,130.0,2011.0,9.0,2011.75,3.7,5.0,800.0,480.0,5.4166666666667425,3
SM-G5308W,1070,galaxy grand prime,samsung,150.0,2014.0,10.0,2014.833333333333,5.0,8.0,960.0,540.0,2.3333333333337123,2
Spin Mini,1069,spin mini,cherry mobile,440.0,2015.0,5.0,2015.416666666667,2.8,1.3,320.0,240.0,1.7499999999997726,2
305,1063,305,nex,220.0,2013.0,7.0,2013.583333333333,7.0,2.0,480.0,800.0,3.5833333333337123,6
SHV-E120S,1060,galaxy s2 hd lte,samsung,180.0,2011.0,12.0,2012.0,4.65,8.0,1280.0,720.0,5.1666666666667425,3
SM-G920L,1060,galaxy s6,samsung,500.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,5
A1000s,1060,a1000s,xolo,100.0,2014.0,9.0,2014.75,5.0,5.0,854.0,480.0,2.4166666666667425,2
SM-T710,1057,galaxy tab s2,samsung,370.0,2015.0,,2015.5,8.0,8.0,2048.0,1536.0,1.6666666666667425,0
SM-N9006,1051,galaxy note 3,samsung,420.0,2013.0,9.0,2013.75,5.7,13.0,1920.0,1080.0,3.4166666666667425,4
G7-L01,1051,ascend g7,huawei,260.0,2014.0,10.0,2014.833333333333,5.5,13.0,1280.0,720.0,2.3333333333337123,1
D816x,1047,desire 816,htc,250.0,2014.0,5.0,2014.416666666667,5.5,13.0,1280.0,720.0,2.7499999999997726,1
SM-G906K,1039,galaxy s5,samsung,550.0,2014.0,7.0,2014.583333333333,5.1,16.0,1920.0,1080.0,2.5833333333337123,5
SM-T280,1036,galaxy tab a,samsung,130.0,2016.0,3.0,2016.25,7.0,5.0,800.0,1280.0,0.9166666666667425,0
SHV-E370K,1031,galaxy s4 mini lte,samsung,370.0,2013.0,,2013.5,4.3,8.0,960.0,540.0,3.6666666666667425,4
SM-G930K,1027,galaxy s7,samsung,370.0,2016.0,,2016.5,5.1,12.0,2560.0,1440.0,0.6666666666667425,1
SHW-M250S,1025,galaxy s2,samsung,450.0,2012.0,4.0,2012.333333333333,4.3,8.0,800.0,480.0,4.833333333333712,4
JK G9200,1023,jk g9200,jiake,500.0,2015.0,6.0,2015.5,5.0,2.0,960.0,540.0,1.6666666666667425,4
SM-G389F,1017,galaxy xcover 4,samsung,220.0,2016.0,4.0,2016.333333333333,4.5,5.0,854.0,480.0,0.8333333333337123,2
G700-U10,1017,ascend g700,huawei,190.0,2013.0,,2013.5,5.0,8.0,1280.0,720.0,3.6666666666667425,4
S8-50LC,1011,tab s8,lenovo,150.0,2014.0,9.0,2014.75,8.0,8.0,1200.0,1920.0,2.4166666666667425,0
SM-N910V,1008,galaxy note 4,verizon,550.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,5
Blade L2,1003,blade l2,zte,130.0,2014.0,5.0,2014.416666666667,5.0,8.0,854.0,480.0,2.7499999999997726,2
HM 1S,1000,redmi 1s,xiaomi,90.0,2015.0,5.0,2015.416666666667,4.7,8.0,1280.0,720.0,1.7499999999997726,2
SM-J200Y,997,galaxy j2,samsung,150.0,2015.0,9.0,2015.75,4.7,5.0,960.0,540.0,1.4166666666667425,2
Hol-U10,992,honor 3c,huawei,140.0,2014.0,10.0,2014.833333333333,5.0,8.0,1280.0,720.0,2.3333333333337123,2
B1-720,979,iconia,acer,100.0,2014.0,1.0,2014.083333333333,7.0,0.3,1024.0,600.0,3.0833333333337123,6
SM-G9287C,978,galaxy s6 edge plus,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,5
HM Note 1S,972,redmi note,xiaomi,160.0,2015.0,8.0,2015.666666666667,5.5,13.0,1280.0,720.0,1.4999999999997726,1
SM-N920V,972,galaxy note 5,verizon,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,5
SM-G935K,966,galaxy s7 edge,samsung,600.0,2016.0,3.0,2016.25,5.5,12.0,2560.0,1440.0,0.9166666666667425,5
Le X620,957,le 2 pro,leeco,260.0,2016.0,4.0,2016.333333333333,5.7,21.0,2560.0,1440.0,0.8333333333337123,1
C110e,954,radar,htc,140.0,2011.0,10.0,2011.833333333333,3.8,5.0,800.0,480.0,5.333333333333712,3
SM-P550,954,galaxy tab a,samsung,170.0,2015.0,5.0,2015.416666666667,9.7,5.0,768.0,1024.0,1.7499999999997726,0
G730-C00,953,ascend g730,huawei,270.0,2014.0,4.0,2014.333333333333,5.5,5.0,960.0,540.0,2.8333333333337123,4
Blade Vec 4G,953,soshphone,zte,180.0,2014.0,11.0,2014.916666666667,5.0,8.0,1280.0,720.0,2.2499999999997726,2
D852,950,g3,lg,300.0,2014.0,6.0,2014.5,5.5,13.0,2560.0,1440.0,2.6666666666667425,1
P713,949,optimus l7 ii,lg,180.0,2013.0,3.0,2013.25,4.3,8.0,800.0,480.0,3.9166666666667425,3
SM-J5108,948,galaxy j5 (2016),samsung,250.0,2016.0,10.0,2016.833333333333,5.2,13.0,1280.0,720.0,0.3333333333337123,1
K520,945,stylus 2,lg,190.0,2016.0,6.0,2016.5,5.7,13.0,1280.0,720.0,0.6666666666667425,1
SM-G900P,933,galaxy s5,sprint,480.0,2014.0,4.0,2014.333333333333,5.1,16.0,1920.0,1080.0,2.8333333333337123,5
RM-917,931,lumia 521,nokia,70.0,2012.0,4.0,2012.333333333333,4.0,5.0,800.0,480.0,4.833333333333712,3
SM-G925K,930,galaxy s6 edge,samsung,600.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,5
E380,929,liquid e3,acer,200.0,2014.0,4.0,2014.333333333333,4.7,13.0,1280.0,720.0,2.8333333333337123,1
GT-I8350,928,omnia w,samsung,150.0,2011.0,10.0,2011.833333333333,3.7,5.0,800.0,480.0,5.333333333333712,3
VIE-AL10,926,p9 plus,huawei,600.0,2016.0,5.0,2016.416666666667,5.5,12.0,1920.0,1020.0,0.7499999999997726,5
CHM-U01,916,honor 4c,huawei,170.0,2015.0,4.0,2015.333333333333,5.0,13.0,1280.0,720.0,1.8333333333337123,1
Y336-U02,913,y336-u02,huawei,90.0,2015.0,6.0,2015.5,4.0,5.0,800.0,480.0,1.6666666666667425,2
GT-I9305T,908,galaxy s3 lte,samsung,320.0,2012.0,9.0,2012.75,4.8,8.0,1280.0,720.0,4.4166666666667425,4
One Mini 2,907,one mini 2,htc,440.0,2014.0,11.0,2014.916666666667,4.5,13.0,1080.0,720.0,2.2499999999997726,5
H1611,904,ascend xt,huawei,330.0,2016.0,1.0,2016.083333333333,6.0,8.0,1280.0,720.0,1.0833333333337123,1
SM-T561,902,galaxy tab e 9.6,samsung,200.0,2015.0,7.0,2015.583333333333,9.6,5.0,800.0,1280.0,1.5833333333337123,0
Z012DA,901,zenfone 3,asus,450.0,2016.0,8.0,2016.666666666667,5.9,12.0,1280.0,720.0,0.4999999999997726,5
SM-A8000,900,galaxy a8,samsung,270.0,2015.0,10.0,2015.833333333333,5.7,16.0,1920.0,1080.0,1.3333333333337123,1
EK-GC100,897,galaxy camera,samsung,110.0,2013.0,2.0,2013.166666666667,4.8,16.3,720.0,1280.0,3.9999999999997726,1
D820u,894,desire 820 dual sim,htc,320.0,2014.0,11.0,2014.916666666667,5.5,13.0,1280.0,720.0,2.2499999999997726,1
G730-U30,889,g730-u30,huawei,270.0,2015.0,4.0,2015.333333333333,5.5,5.0,960.0,540.0,1.8333333333337123,2
D6502,877,xperia z2,sony,330.0,2014.0,7.0,2014.583333333333,5.2,20.7,1920.0,1080.0,2.5833333333337123,1
SM-T355Y,877,galaxy tab a,samsung,210.0,2015.0,5.0,2015.416666666667,8.0,5.0,768.0,1024.0,1.7499999999997726,0
ST26a,876,xperia j,sony,140.0,2012.0,10.0,2012.833333333333,4.0,5.0,854.0,480.0,4.333333333333712,3
SM-G930L,863,galaxy s7,samsung,370.0,2016.0,,2016.5,5.1,12.0,2560.0,1440.0,0.6666666666667425,1
SM-G935A,863,galaxy s7 edge,at&t,600.0,2016.0,3.0,2016.25,5.1,12.2,2560.0,1440.0,0.9166666666667425,5
Desire 820,861,desire 820,htc,180.0,2014.0,6.0,2014.5,5.5,13.0,1280.0,720.0,2.6666666666667425,1
H525N,857,g4c,lg,160.0,2015.0,6.0,2015.5,5.0,5.0,1280.0,720.0,1.6666666666667425,2
LUA-U22,855,y3 ii,huawei,80.0,2016.0,6.0,2016.5,4.5,8.0,854.0,480.0,0.6666666666667425,2
SM-T215,851,galaxy tab 3,samsung,140.0,2013.0,7.0,2013.583333333333,7.0,3.15,1024.0,600.0,3.5833333333337123,6
SM-A800YZ,849,galaxy a8,samsung,270.0,2015.0,10.0,2015.833333333333,5.7,16.0,1920.0,1080.0,1.3333333333337123,1
SGP611,848,xperia z3 tablet,sony,380.0,2014.0,11.0,2014.916666666667,8.0,8.0,1920.0,1200.0,2.2499999999997726,0
CRR-L09,847,mate s,huawei,350.0,2016.0,10.0,2016.833333333333,5.5,13.0,1920.0,1080.0,0.3333333333337123,1
RM-1017,843,lumia 530,nokia,100.0,2014.0,8.0,2014.666666666667,4.0,5.0,854.0,480.0,2.4999999999997726,2
One A9u,841,hima aero,htc,350.0,2015.0,11.0,2015.916666666667,5.0,13.0,1920.0,1080.0,1.2499999999997726,1
Fire HD 8 (2016),839,fire hd 8 (2016),amazon,80.0,2016.0,6.0,2016.5,8.0,5.0,800.0,1280.0,0.6666666666667425,0
GT-S7710,839,galaxy xcover 2,samsung,190.0,2013.0,3.0,2013.25,4.0,5.0,800.0,480.0,3.9166666666667425,3
SHV-E220S,839,galaxy pop,samsung,110.0,2013.0,2.0,2013.166666666667,4.65,8.0,1280.0,720.0,3.9999999999997726,3
X500,839,le 1s,letv,100.0,2015.0,11.0,2015.916666666667,5.5,13.0,1920.0,1080.0,1.2499999999997726,1
SM-G3815,831,galaxy express 2,samsung,210.0,2013.0,10.0,2013.833333333333,4.5,5.0,960.0,540.0,3.3333333333337123,3
G620-L72,831,ascend g620,huawei,180.0,2014.0,11.0,2014.916666666667,5.0,5.0,960.0,540.0,2.2499999999997726,2
SM-N920T,828,galaxy note 5,t-mobile,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,5
SM-N916S,820,galaxy note 4 s-lte,samsung,370.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,1
MX4 Pro,818,mx4 pro,meizu,400.0,2014.0,12.0,2015.0,5.5,20.7,2560.0,1536.0,2.1666666666667425,5
LK430,815,g pad f 7.0,sprint,160.0,2015.0,7.0,2015.583333333333,7.0,5.0,800.0,1280.0,1.5833333333337123,0
